ids,rouge/geometric_mean_seg_0,preds_seg_0,preds_seg_0_tokens,target_text,labels
tr-sq-696,13.2912,"The butterfly was a beautiful butterfly, colourful and hardy. It was easy to find in","[    0    37 23337    47     3     9   786 23337     6 21052    11   614
    63     5    94    47   514    12   253    16]","Marketing drew a butterfly because she had seen one the day before, which she considered as the symbol of spring arriving. It was the prettiest butterfly she had ever seen out in the wild, and this was quite unusual where they lived. Mistaking it as a dead leaf at first, she saw the butterfly land next to her, showing as colourful and exotica body as that of a peacock. Marketing appreciated her encounter with the butterfly very much.","[ 4329     3    26    60   210     3     9 23337   250   255   141   894
    80     8   239   274     6    84   255  1702    38     8  6083    13
  2141 15315     5    94    47     8  7140  3010    17 23337   255   141
   664   894    91    16     8  3645     6    11    48    47   882  7225
   213    79  4114     5  8306 14867    34    38     3     9  3654  8384
    44   166     6   255  1509     8 23337  1322   416    12   160     6
  2924    38 21052    11 13433     9   643    38    24    13     3     9
   158     9 12105     5  4329  9332   160  6326    28     8 23337   182
   231     5     1]"
tr-gq-1078,28.555,"The group discussed the functional design of the remote control. First, User Interface presented the working design","[    0    37   563  5172     8  5014   408    13     8  4322   610     5
  1485     6  6674 25064  2569     8   464   408]","Project Manager started introducing meeting purposes on the functional design of the remote control. Group mates have agreed to name the project as 'Mando'. Next, Marketing presented user requirements and market reports on current remote improvements. User Interface presented the current trend on remote controls. User Interface compared scroll wheel and LCD screen. Industrial Interface gave a presentation on the working design of different interfaces. Lastly, Project Manager summarized the whole project meeting discussion.","[ 2786  3440   708     3 13505  1338  3659    30     8  5014   408    13
     8  4322   610     5  1531     3 11171    43  4686    12   564     8
   516    38     3    31   329   232    32    31     5  3021     6  4329
  2569  1139  1502    11   512  2279    30   750  4322  6867     5  6674
 25064  2569     8   750  4166    30  4322  7415     5  6674 25064     3
  2172 11930  5094    11 15462  1641     5  9199 25064  1891     3     9
  3831    30     8   464   408    13   315  3459     7     5     3 19807
     6  2786  3440 21603    26     8   829   516  1338  3071     5     1
  -100  -100  -100]"
tr-sq-122,10.7516,"Industrial Designer mentioned that they should consider the appearance of the remote control as attractive as possible, but","[    0  9199 11296  2799    24    79   225  1099     8  3179    13     8
  4322   610    38  5250    38   487     6    68]","Industrial Designer considered batteries as the energy source. Marketing thinks that changing batteries all the time could possibly be annoying, so she suggests other energy options like solar charging. But Industrial Designer refutes this problem because people change batteries simply every six months. User Interface raised the question on the operational distance of the infra-red signal and hoped that the remote control could be equipped with a strong signal stream. But Project Manager rendered it unnecessary because TV is always put in a short distance. Later the team discussed the necessity of through-wall signal and Bluetooth, and decided that this idea remained an idea for some budget reasons and the lack of necessity.","[ 9199 11296  1702  9121    38     8   827  1391     5  4329   317     7
    24  2839  9121    66     8    97   228  3673    36 16241     6    78
   255  6490   119   827   931   114  3693 10871     5   299  9199 11296
  6273  2810     7    48   682   250   151   483  9121   914   334  1296
   767     5  6674 25064  3279     8   822    30     8  7763  2357    13
     8    16    89    52     9    18  1271  3240    11     3 20964    24
     8  4322   610   228    36  5005    28     3     9  1101  3240  6093
     5   299  2786  3440 20518    34 12592   250  1424    19   373   474
    16     3     9   710  2357     5 10511     8   372  5172     8 16696
    13   190    18 10279  3240    11 11401     6    11  1500    24    48
   800     3  7361    46   800    21   128  1487  2081    11     8  2136
    13 16696     5     1]"
tr-sq-631,20.6249,The Minister of Foreign Affairs suggested that the government had made a donation of 12.5 million Yu,"[    0    37  3271    13 11957 12078  5259    24     8   789   141   263
     3     9  9294    13   209 15967   770  6214]",The Minister of Foreign Affairs suggested the importance of One China agreement but also expressed great gratitudes towards all the donors across the world. The cooperation between every area in the world was welcomed and it would be glad to see global efforts to battle the Covid-19 virus.,"[   37  3271    13 11957 12078  5259     8  3172    13   555  1473  2791
    68    92  7103   248 17142     7  1587    66     8 16958   640     8
   296     5    37  8494   344   334   616    16     8   296    47 13001
    11    34   133    36  3755    12   217  1252  2231    12  3392     8
   638  6961  4481  6722     5     1  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100]"
tr-sq-1214,26.9975,The discussion turned to the budget related to the disabilities. The budget related to the disabilities and the,"[    0    37  3071  2120    12     8  1487  1341    12     8 12490     5
    37  1487  1341    12     8 12490    11     8]","Dane Lloyd asked about the budget given by the government in the economic recession, This was to table an economic update and provide jobs. As for the disabilities, Louise Chabot pointed to the bill regarding the disabilities and why it was not passed.","[ 2744    15 21847  1380    81     8  1487   787    57     8   789    16
     8  1456 19917     6   100    47    12   953    46  1456  2270    11
   370  2476     5   282    21     8 12490     6  5181    15  3643  4045
  8744    12     8  2876  1918     8 12490    11   572    34    47    59
  2804     5     1  -100  -100  -100  -100  -100  -100  -100]"
tr-sq-832,18.5933,Industrial Designer thought that the remote control should be fashionable so that customers can easily find it. User,"[    0  9199 11296   816    24     8  4322   610   225    36 22383    78
    24   722    54  1153   253    34     5  6674]",Industrial Designer expressed a desire to make the remote friendly to users. He hoped that new remote control should work on different devices. User Interface suggested taking different kinds of Tv like teletext into consideration. Project Manager agreed and supposed remote control with the least amount of buttons.,"[ 9199 11296  7103     3     9  3667    12   143     8  4322  2609    12
  1105     5   216     3 20964    24   126  4322   610   225   161    30
   315  1904     5  6674 25064  5259   838   315  4217    13   332   208
   114     3  1931  6327   139  4587     5  2786  3440  4686    11  5741
  4322   610    28     8   709   866    13 10634     5     1]"
tr-gq-333,35.4541,The meeting was about an inquiry into targeted funding to improve educational outcomes in the Wales education system.,"[    0    37  1338    47    81    46 15736   139  7774  3135    12  1172
  3472  6353    16     8 10256  1073   358     5]","The conference is about an inquiry into targeted funding to improve educational outcomes in the Wales education system. First, they primarily discussed the Pupil Development Grant, its targeting, eligibility, use and impact. Then, the group discussed care of looked-after children and adopted children. They discussed the condition and impact of another student support program the Schools Challenge Cymru program and the advisory role of regional consortia, Cabinet Secretary.","[   37  2542    19    81    46 15736   139  7774  3135    12  1172  3472
  6353    16     8 10256  1073   358     5  1485     6    79     3  5325
  5172     8   276   413   173  2958  8059     6   165 13972     6 18249
     6   169    11  1113     5    37    29     6     8   563  5172   124
    13  2299    18 10245   502    11  7546   502     5   328  5172     8
  1706    11  1113    13   430  1236   380   478     8 13255  7729  6400
    51    52    76   478    11     8 18599  1075    13  3518   975  9309
    23     9     6  9104  7471     5     1  -100  -100  -100  -100]"
tr-sq-568,12.5674,The group got a good evaluation from Industrial Designer and Project Manager for the new remote controls.,"[    0    37   563   530     3     9   207  5002    45  9199 11296    11
  2786  3440    21     8   126  4322  7415     5]","Most time of the discussion of this meeting was devoted into the evaluation of the new remote controls. According to the whole team, this project was excellent because it was creative and with great leadership and teamwork. Also, the technical stuff was brilliant. Lots of new ideas were found, such as glow-in-dark, new shapes, etc. Generally, they all gave a thumb up to the new remote controls. The overall evaluation is around two.","[ 1377    97    13     8  3071    13    48  1338    47     3 12895   139
     8  5002    13     8   126  4322  7415     5  2150    12     8   829
   372     6    48   516    47  1287   250    34    47  1812    11    28
   248  2843    11   372  1981     5  1203     6     8  2268  2005    47
  6077     5 14868    13   126   912   130   435     6   224    38 16507
    18    77    18    26  6604     6   126  8803     6   672     5     3
 15072     6    79    66  1891     3     9 13447    95    12     8   126
  4322  7415     5    37  1879  5002    19   300   192     5     1]"
tr-sq-1149,31.7807,The User Interface proposed to make the button in a round shape like a banana. It,"[    0    37  6674 25064  4382    12   143     8  2218    16     3     9
  1751  2346   114     3     9 13634     5    94]","The User Interface proposed to make most of the buttons in a round shape which altogether located in a triangle. In the middle of the triangle, there would be a square button and the four buttons next to it would be respectively the channel control and the volume control, just as all the other remote controls.","[   37  6674 25064  4382    12   143   167    13     8 10634    16     3
     9  1751  2346    84 16889  1069    16     3     9 19938     5    86
     8  2214    13     8 19938     6   132   133    36     3     9  2812
  2218    11     8   662 10634   416    12    34   133    36  6898     8
  4245   610    11     8  2908   610     6   131    38    66     8   119
  4322  7415     5     1  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100]"
tr-sq-1048,19.558,"PhD D explained that voice-unvoice net had three outputs, voice, unvoice,","[    0 10360   309  5243    24  2249    18   202 23235  3134   141   386
  3911     7     6  2249     6    73 23235     6]","PhD D explained that voice-unvoice net took fifteen base features and three features of R as inputs. The R features were the variance of the difference between the two spectrums, variance of the auto-correlation function, and the first coefficient of the auto-correlation function. This method, however, was not that much better than the more typical method that the professor recalled.","[10360   309  5243    24  2249    18   202 23235  3134   808 17310  1247
   753    11   386   753    13   391    38  3785     7     5    37   391
   753   130     8 27154    13     8  1750   344     8   192 10113     7
     6 27154    13     8  1510    18  5715    60  6105  1681     6    11
     8   166 27742    13     8  1510    18  5715    60  6105  1681     5
   100  1573     6   983     6    47    59    24   231   394   145     8
    72  4541  1573    24     8  5812     3 24312     5     1]"
tr-sq-621,27.9225,"Marketing first presented the evaluation criteria, including whether the remote was easy to use, whether it was","[   0 4329  166 2569    8 5002 6683    6  379  823    8 4322   47  514
   12  169    6  823   34   47]","Marketing first presented the evaluation criteria, including whether the remote was easy to use, whether it was fashionable, whether it feels good physically, and some other aspects. Using a seven-point scale from true to false, the team rated the remote on these aspects. All agreed to give 2 points for the remote being easy to use. With slight variations, the average point for it being fashionable is 2.5. The average is 2 for it feeling good physically, and 3.5 for it being technologically innovative. Finally, the team also agreed on it being trendy and capable with a score around 2.","[ 4329   166  2569     8  5002  6683     6   379   823     8  4322    47
   514    12   169     6   823    34    47 22383     6   823    34  4227
   207 10034     6    11   128   119  3149     5     3  3626     3     9
  2391    18  2700  2643    45  1176    12  6136     6     8   372     3
  4094     8  4322    30   175  3149     5   432  4686    12   428   204
   979    21     8  4322   271   514    12   169     5   438  9927 10914
     6     8  1348   500    21    34   271 22383    19 10603     5    37
  1348    19   204    21    34  1829   207 10034     6    11     3  9285
    21    34   271  9974   120  3058     5  4213     6     8   372    92
  4686    30    34   271 18571    11  3919    28     3     9  2604   300
  1682     1]"
tr-sq-894,8.8524,Grad E thought that sonorance was a useful tool to help decision makers make decisions about,"[    0 10771   262   816    24   520   127   663    47     3     9  1934
  1464    12   199  1357 13730   143  3055    81]","Grad E started the discussion on sonorance and informed the team of the model by Saul, Allen, and Rahim. The model detects phonetic features using independent tests. He explained that several detectors trained on different features were more robust than a full-band of Gaussian mixtures.","[10771   262   708     8  3071    30   520   127   663    11  4862     8
   372    13     8   825    57  1138    83     6 10618     6    11 20492
   603     5    37   825  8432     7   951  1225   753   338  2547  3830
     5   216  5243    24   633 19199     7  4252    30   315   753   130
    72  6268   145     3     9   423    18  3348    13 12520     7 10488
  4989     7     5     1  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100]"
tr-sq-989,11.1248,"The increase in the number of children being looked after in Wales was not caused by the Bill,","[    0    37   993    16     8   381    13   502   271  2299   227    16
 10256    47    59  2953    57     8  3259     6]","There were many reasons that had led to the increasing numbers of children becoming looked after across England and Wales, and it was hard to identify a single reason. Increased austerity was a part of this. In addition, an increased awareness of adverse childhood experiences and the emphasis of the impact on children of domestic abuse also affected this. It was also because of our understanding of what happened to children in those households. Besides, changes in our practice with colleagues in the judiciary, changes in the police service, and changes in the preventative services were other elements.","[  290   130   186  2081    24   141  2237    12     8  3094  2302    13
   502  2852  2299   227   640  2789    11 10256     6    11    34    47
   614    12  2862     3     9   712  1053     5 18840    26   403   449
   485    47     3     9   294    13    48     5    86   811     6    46
  1936  4349    13 11233  7352  2704    11     8  8053    13     8  1113
    30   502    13  4422  5384    92  4161    48     5    94    47    92
   250    13    69  1705    13   125  2817    12   502    16   273 15802
     5     3  8500     6  1112    16    69  1032    28  6976    16     8
 23583    63     6  1112    16     8  2095   313     6    11  1112    16
     8  1709  1528   364   130   119  2479     5     1]"
tr-sq-762,14.3614,"Industrial Designer thought that children were entitled to have parental control, so they should design a parental","[    0  9199 11296   816    24   502   130  7201    12    43 21555   610
     6    78    79   225   408     3     9 21555]","When the group suggested having the implementation of parents' log-on screen in the remote, Industrial Designer thought it would be not worth investing much time and effort to program. However, Project manager disagreed with this because there would be a huge market for parental control when they heard from magazines that many parents thought their children were influenced by televisions. Also, Project Manager mentioned that their target group was below forty, and lots of families had children at a young age.","[  366     8   563  5259   578     8  4432    13  1362    31  4303    18
   106  1641    16     8  4322     6  9199 11296   816    34   133    36
    59  1494  8448   231    97    11  1941    12   478     5   611     6
  2786  2743 15788    26    28    48   250   132   133    36     3     9
  1450   512    21 21555   610   116    79  1943    45 13254    24   186
  1362   816    70   502   130     3 12913    57  4390     7     5  1203
     6  2786  3440  2799    24    70  2387   563    47   666 19662     6
    11  1995    13  1791   141   502    44     3     9  1021  1246     5
     1  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100]"
tr-sq-1061,8.2639,Marketing recalled the first prototype of the remote control and gave it a grade of two or,"[    0  4329     3 24312     8   166 14402    13     8  4322   610    11
  1891    34     3     9  2769    13   192    42]","Marketing recalled what the team had identified as being important to sell the product for both the devices and made a list of features from the marketing point of view. For both of the prototypes, Marketing asked the team to give one to seven points to each feature of the product and the lower the points the better the feature. For instance, look and feel, innovation and ease of use, were the three important components that Marketing wanted the team to discuss about. This might help with the conclusion whether the product was appealing to the correct demographic and incorporated the fashion trend into it.","[ 4329     3 24312   125     8   372   141  4313    38   271   359    12
  1789     8   556    21   321     8  1904    11   263     3     9   570
    13   753    45     8  1070   500    13   903     5   242   321    13
     8 14402     7     6  4329  1380     8   372    12   428    80    12
  2391   979    12   284  1451    13     8   556    11     8  1364     8
   979     8   394     8  1451     5   242  3421     6   320    11   473
     6  4337    11  4226    13   169     6   130     8   386   359  3379
    24  4329  1114     8   372    12  2497    81     5   100   429   199
    28     8  7489   823     8   556    47 12817    12     8  2024 14798
    11     3 10975     8  2934  4166   139    34     5     1]"
tr-sq-11,19.2984,The team agreed that the product was good in terms of its appearance and appearance. The team also,"[   0   37  372 4686   24    8  556   47  207   16 1353   13  165 3179
   11 3179    5   37  372   92]","In the product evaluation, the team was satisfied with its success in reducing the number of unused buttons. The user interface was considered to be user-friendly enough. However, the team also admitted that there was still room for improvement on the location function, technological innovation, the material, as well as the fashion style of the remote control.","[   86     8   556  5002     6     8   372    47  7035    28   165  1269
    16     3  5503     8   381    13     3 23273 10634     5    37  1139
  3459    47  1702    12    36  1139    18  4905   631     5   611     6
     8   372    92 10246    24   132    47   341   562    21  4179    30
     8  1128  1681     6  9974  4337     6     8  1037     6    38   168
    38     8  2934   869    13     8  4322   610     5     1  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100]"
tr-sq-94,19.0034,"Industrial Designer suggested that the speech recognition could be applied on the remote control, but Project Manager disagree","[    0  9199 11296  5259    24     8  5023  5786   228    36  2930    30
     8  4322   610     6    68  2786  3440 15788]","The group decided that the feature of speech recognition should be included to the remote control, even though it would exceed the cost constraint set by the management. Marketing believed that it is worth taking a risk because speech recognition is new to the market and customers would be willing to pay extra for this trendy function. What's more, Project Manager agreed to coordinate with some technical companies if Industrial Designer ever needed any technological backup.","[   37   563  1500    24     8  1451    13  5023  5786   225    36  1285
    12     8  4322   610     6   237   713    34   133  8193     8   583
 27354    17   356    57     8   758     5  4329  6141    24    34    19
  1494   838     3     9  1020   250  5023  5786    19   126    12     8
   512    11   722   133    36  4403    12   726   996    21    48 18571
  1681     5   363    31     7    72     6  2786  3440  4686    12 11639
    28   128  2268   688     3    99  9199 11296   664   906   136  9974
  7169     5     1  -100  -100  -100  -100]"
tr-sq-685,8.9994,"The marketing put forward the idea of a universal controller, but the industrial designer was not sure","[   0   37 1070  474 1039    8  800   13    3    9 7687 8612    6   68
    8 2913 4378   47   59  417]","The project manager wondered whether they could implement the design for twelve Euro and fifty cents. Then the industrial designer replied that the function of programming the keys was affordable while the feasibility of the ASR system was uncertain. Therefore, maybe they should make some compromise. Finally, the industrial designer and the user interface designer were required to provide two designs with the exact cost price at the next meeting so that they could see which one fit their budget better.","[   37   516  2743 15999   823    79   228  4028     8   408    21 13369
  2430    11 18358  3151     7     5    37    29     8  2913  4378 18606
    24     8  1681    13  6020     8  9060    47  2950   298     8 28297
    13     8    71  6857   358    47 21050     5  4063     6  2087    79
   225   143   128 12326     5  4213     6     8  2913  4378    11     8
  1139  3459  4378   130   831    12   370   192  2888    28     8  2883
   583   594    44     8   416  1338    78    24    79   228   217    84
    80  1400    70  1487   394     5     1]"
tr-sq-962,19.8081,The Marketing had seen some problems with the previous remote controls. In the design of the remote controls,"[   0   37 4329  141  894  128  982   28    8 1767 4322 7415    5   86
    8  408   13    8 4322 7415]","As per his research, the Marketing found that the existing remote controls were not satisfactory in terms of their appearance and feel. In addition, some remote controls were not easy to find and very hard to master. What was also worth mentioning was that some details like the brightness of the screen and the colors needed improvement as well.","[  282   399   112   585     6     8  4329   435    24     8  1895  4322
  7415   130    59 25140    16  1353    13    70  3179    11   473     5
    86   811     6   128  4322  7415   130    59   514    12   253    11
   182   614    12  2325     5   363    47    92  1494     3 27492    47
    24   128  1030   114     8 24073    13     8  1641    11     8  2602
   906  4179    38   168     5     1  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100]"
tr-sq-384,7.8722,The prototype was liked by all the team members except for the critics. The user interface designer,"[    0    37 14402    47  6528    57    66     8   372   724  3578    21
     8  6800     7     5    37  1139  3459  4378]","Marketing liked how users could reach all the buttons with one thumb, even for someone with a small hand, so users did not need to shift it around or operate with two hands. Also, it was good that the on-off button was in a prominent place and the colours of the remote were attractive. Mute buttons were on either side so it would work for left- or right-handed people. On the other hand, channel buttons would be inscribed with numbers and the rest would be marked with easily recognized symbols that would be ideal for the international market.","[ 4329  6528   149  1105   228  1535    66     8 10634    28    80 13447
     6   237    21   841    28     3     9   422   609     6    78  1105
   410    59   174    12  4108    34   300    42  4368    28   192  1780
     5  1203     6    34    47   207    24     8    30    18  1647  2218
    47    16     3     9  8304   286    11     8  6548    13     8  4322
   130  5250     5 16601    15 10634   130    30   893   596    78    34
   133   161    21   646    18    42   269    18 20391   151     5   461
     8   119   609     6  4245 10634   133    36    16 22573    28  2302
    11     8   880   133    36  7027    28  1153  4771 13619    24   133
    36  1523    21     8  1038   512     5     1]"
tr-sq-3,19.0366,The team agreed that the product was good-looking and had a good feature to solve customers,"[    0    37   372  4686    24     8   556    47   207    18 10119    11
   141     3     9   207  1451    12  4602   722]","Generally speaking, the team agreed that the product was intuitive and had successfully incorporated main aims that the team had. The team believed the customers were not likely to lose the remote control since it was big and bright yellow with speech recognition. Moreover, Industrial Designer suggested adding an extra feature for the product to raise volume like hell when it was removed so far from the TV. However, the team also noted that costs should be compared when deciding to use annoying alarms or others.","[    3 15072  4461     6     8   372  4686    24     8   556    47 12954
    11   141  4234     3 10975   711     3  8345    24     8   372   141
     5    37   372  6141     8   722   130    59   952    12  2615     8
  4322   610   437    34    47   600    11  2756  4459    28  5023  5786
     5     3  7371     6  9199 11296  5259  2651    46   996  1451    21
     8   556    12  3033  2908   114  7927   116    34    47  3641    78
   623    45     8  1424     5   611     6     8   372    92  4466    24
  1358   225    36     3  2172   116     3 12053    12   169 16241  6196
     7    42   717     5     1]"
tr-sq-1215,25.6537,The government announced that it would invest $2.5 billion to help people who live with substance use to,"[    0    37   789  2162    24    34   133  4032  1514 15967  2108    12
   199   151   113   619    28  8096   169    12]",The government let people who lived with substance use to access medications more easily. Safe injection sites had been made in communities and community-based projects had been supported for people who were using substances.,"[   37   789   752   151   113  4114    28  8096   169    12   592 11208
    72  1153     5 12165 10672  1471   141   118   263    16  2597    11
   573    18   390  1195   141   118  3510    21   151   113   130   338
 14072     5     1  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100]"
tr-sq-1172,23.4994,The double curved prototype with rubber material and rubber was ergonomic and comfortable to use. It was,"[    0    37  1486     3 21870 14402    28  7859  1037    11  7859    47
 20461    11  1965    12   169     5    94    47]","The double curved prototype with anti-RSI buttons was ergonomic and comfortable to the size of the hand and to touch as it was made of rubber. The prototype was also easy and convenient to use as the important keys were right at the fingers. On the other hand, it brought fashion to electronics as the remote was offered in colours of black, yellow, blue and red, which contained fruit and vegetable elements. It was innovative and looked different so it would stand out from other remotes in the market.","[   37  1486     3 21870 14402    28  1181    18  5249   196 10634    47
 20461    11  1965    12     8   812    13     8   609    11    12  1586
    38    34    47   263    13  7859     5    37 14402    47    92   514
    11  4979    12   169    38     8   359  9060   130   269    44     8
 10518     5   461     8   119   609     6    34  1940  2934    12 12800
    38     8  4322    47  1860    16  6548    13  1001     6  4459     6
  1692    11  1131     6    84  6966  2728    11 12065  2479     5    94
    47  3058    11  2299   315    78    34   133  1518    91    45   119
  4322     7    16     8   512     5     1]"
tr-sq-174,25.2256,The group discussed the feasibility of including a flip screen on the remote control in the product.,"[    0    37   563  5172     8 28297    13   379     3     9 10807  1641
    30     8  4322   610    16     8   556     5]","User Interface suggested adding a flip screen on the remote control in order to prevent users from accidentally pressing buttons and bring unwilling results, especially for families with children. Given that the products were to be made out of wood, Industrial Designer proposed to use a copper hinge. But User Interface disagreed by pointing out that this might increase the weight of the product.","[ 6674 25064  5259  2651     3     9 10807  1641    30     8  4322   610
    16   455    12  1709  1105    45 21169 13840 10634    11   830 28963
   772     6   902    21  1791    28   502     5  9246    24     8   494
   130    12    36   263    91    13  1679     6  9199 11296  4382    12
   169     3     9  8658 14875     5   299  6674 25064 15788    26    57
     3 15989    91    24    48   429   993     8  1293    13     8   556
     5     1  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100]"
tr-sq-1209,29.4378,Christine Normandin mentioned that the government had been supporting the provinces with money from the past pan,"[    0 21110 13615  2644  2799    24     8   789   141   118  3956     8
  7985     7    28   540    45     8   657  2131]",Christine Normandin mentioned that in the past it took a long time for the provinces to negotiate conditions with the federal government. Christine Normandin wanted to know the future situation: whether the federal government would send the money unconditionally.,"[21110 13615  2644  2799    24    16     8   657    34   808     3     9
   307    97    21     8  7985     7    12 17405  1124    28     8  2822
   789     5 21110 13615  2644  1114    12   214     8   647  1419    10
   823     8  2822   789   133  1299     8   540 28359   120     5     1
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100]"
tr-sq-940,11.7926,"According to Kirsty, they would have to make sure that they had the capacity to","[    0  2150    12 10976     7    17    63     6    79   133    43    12
   143   417    24    79   141     8  2614    12]","Already, local authorities were making different provisions. Even in special schools, there would be children whose parents would be key workers. Therefore, they would expect them to expect those sChools to apply the same principle. They would have to continue with the principle of keeping social distance and any provision for a child in a special school in a different setting would be unlikely, given the nature of the special school. Thus, they would look to cater for that within the original school.","[25103     6   415  5779   130   492   315  9848     5  1441    16   534
  2061     6   132   133    36   502     3  2544  1362   133    36   843
  2765     5  4063     6    79   133  1672   135    12  1672   273     3
     7  3541    32    32    40     7    12  1581     8   337  8454     5
   328   133    43    12   916    28     8  8454    13  2627   569  2357
    11   136  6537    21     3     9   861    16     3     9   534   496
    16     3     9   315  1898   133    36  9909     6   787     8  1405
    13     8   534   496     5  5309     6    79   133   320    12 11226
    21    24   441     8   926   496     5     1]"
tr-sq-968,9.0485,SmartKom will be running on a Linux system and will be dependent on the source code.,"[    0  5363 22339    56    36  1180    30     3     9  8217   358    11
    56    36  8976    30     8  1391  1081     5]","It was decided that SmartKom's action plans should be represented in XML as a state transition network. It was proposed that the term 'dialogue planner' should replace 'dialogue manager'. Prolog will be phased out completely and replaced by Java code. The dialogue manager must be capable of changing states, i.e. go from being event driven to answering a question from a planning module.","[   94    47  1500    24  5363 22339    31     7  1041  1390   225    36
  7283    16     3     4  6858    38     3     9   538  3508  1229     5
    94    47  4382    24     8  1657     3    31 22233 12220 13015    31
   225  3601     3    31 22233 12220  2743    31     5   749  2152    56
    36  3944    26    91  1551    11  5821    57 10318  1081     5    37
  7478  2743   398    36  3919    13  2839  2315     6     3    23     5
    15     5   281    45   271   605  6737    12 18243     3     9   822
    45     3     9  1459  6008     5     1]"
tr-sq-397,31.0366,"The group discussed the potential for training new techniques for transcribers, including the use of","[   0   37  563 5172    8 1055   21  761  126 2097   21 3017 2685 1152
    7    6  379    8  169   13]","The group discussed the potential for assigning additional tasks to ICSI's transcriber pool, including tagging more fine-grained acoustic information, and discourse and disfluency tagging. ","[   37   563  5172     8  1055    21 12317    53  1151  4145    12    27
 26362    31     7  3017  2685  1152  2201     6   379     3    17 15242
    72  1399    18   122 10761     3     9  3422     7  1225   251     6
    11 22739    11  1028  6947  4392     3    17 15242     5     1  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100]"
tr-sq-587,13.1727,"The group discussed the different sources of energy, including solar cells, batteries, and contacts. They","[    0    37   563  5172     8   315  2836    13   827     6   379  3693
  2640     6  9121     6    11 11463     5   328]","First, Industrial Designer introduced three optional sources of energy and recommended kinetic energy as they were light, novelty, and environmental-friendly. Project Manager agreed, but Marketing suggested it should be corporated with a battery backup in case something went wrong. After that, the group discussed solar energy, considering it impractical for remote control although it can be stored. With complete confidence by Industrial Designer and Project Manager, the group finally reconciled with the idea of full kinetic energy and treated it as one selling point.","[ 1485     6  9199 11296  3665   386  9042  2836    13   827    11  3024
     3 27268   827    38    79   130   659     6 30372     6    11  3262
    18  4905     5  2786  3440  4686     6    68  4329  5259    34   225
    36  2849    26    28     3     9  3322  7169    16   495   424   877
  1786     5   621    24     6     8   563  5172  3693   827     6  4014
    34   256 22255   138    21  4322   610  2199    34    54    36  5816
     5   438   743  3410    57  9199 11296    11  2786  3440     6     8
   563  2031 27679    15    26    28     8   800    13   423     3 27268
   827    11  4260    34    38    80  3014   500     5     1]"
