ids,pred_seg_0,labels_seg_0
579_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
214_nda-3,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
134_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
363_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
297_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
278_nda-20,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
126_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
106_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
133_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
617_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
394_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
122_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
308_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
86_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
255_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
409_nda-19,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
143_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
390_nda-4,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
196_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
623_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
314_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
297_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
290_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
518_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
102_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
338_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
297_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
592_nda-2,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
255_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
188_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
149_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
341_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
210_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
460_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
562_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
111_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
386_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
281_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
386_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
581_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
352_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
220_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
618_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
617_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
573_nda-2,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
367_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
383_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
150_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
424_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
195_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
184_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
576_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
527_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
503_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
264_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
509_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
487_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
287_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
618_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
306_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
131_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
469_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
137_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
95_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
490_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
125_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
358_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
422_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
393_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
516_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
355_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
484_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
250_nda-3,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
612_nda-15,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
114_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
232_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
105_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
580_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
135_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
358_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
183_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
128_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
420_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
105_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
559_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
577_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
137_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
561_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
244_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
221_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
599_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
241_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
417_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
530_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
604_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
316_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
239_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
541_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
280_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
453_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
277_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
396_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
620_nda-15,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
241_nda-13,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
323_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
141_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
160_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
232_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
339_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
198_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
302_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
475_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
473_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
466_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
142_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
103_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
348_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
258_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
246_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
287_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
379_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
454_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
258_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
239_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
317_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
550_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
323_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
103_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
136_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
587_nda-5,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
274_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
459_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
250_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
260_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
589_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
477_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
166_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
499_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
217_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
458_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
403_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
119_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
566_nda-2,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
244_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
327_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
409_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
98_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
393_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
505_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
599_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
481_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
468_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
253_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
404_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
332_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
616_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
342_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
407_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
95_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
324_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
603_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
621_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
364_nda-4,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
305_nda-4,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
305_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
87_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
232_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
503_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
328_nda-2,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
545_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
438_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
350_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
594_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
454_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
287_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
144_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
273_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
545_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
576_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
98_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
512_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
229_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
188_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
240_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
108_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
494_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
281_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
188_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
353_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
382_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
134_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
522_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
396_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
331_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
230_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
202_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
449_nda-2,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
160_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
177_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
512_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
257_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
517_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
520_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
372_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
223_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
524_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
334_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
170_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
324_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
111_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
95_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
365_nda-4,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
399_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
434_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
621_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
329_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
201_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
279_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
108_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
487_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
515_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
274_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
311_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
355_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
197_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
391_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
130_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
344_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
222_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
170_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
525_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
421_nda-5,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
87_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
473_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
470_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
216_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
461_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
394_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
184_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
143_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
203_nda-13,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
34_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
234_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
95_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
374_nda-15,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
101_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
148_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
221_nda-13,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
557_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
436_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
295_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
237_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
180_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
131_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
308_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
292_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
201_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
216_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
159_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
112_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
426_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
256_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
216_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
559_nda-15,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
332_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
255_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
283_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
189_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
177_nda-15,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
604_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
414_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
184_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
545_nda-15,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
269_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
472_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
219_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
233_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
112_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
144_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
319_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
335_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
391_nda-20,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
277_nda-13,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
329_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
385_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
554_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
238_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
141_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
250_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
101_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
344_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
421_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
154_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
145_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
535_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
239_nda-15,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
229_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
350_nda-19,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
219_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
499_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
454_nda-13,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
92_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
254_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
254_nda-7,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
568_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
238_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
453_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
418_nda-19,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
260_nda-2,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
372_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
568_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
438_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
273_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
589_nda-2,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
416_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
474_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
463_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
463_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
261_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
436_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
424_nda-13,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
454_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
265_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
248_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
566_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
396_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
198_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
316_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
553_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
439_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
351_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
217_nda-2,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
325_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
332_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
149_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
371_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
335_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
517_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
291_nda-13,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
562_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
438_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
299_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
474_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
410_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
588_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
329_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
264_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
122_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
251_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
536_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
178_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
93_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
566_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
134_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
348_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
371_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
587_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
108_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
160_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
193_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
279_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
370_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
