ids,pred_seg,labels_seg
355_nda-7,1,1
176_nda-15,1,2
235_nda-15,1,1
232_nda-2,0,0
337_nda-7,1,1
393_nda-13,1,1
368_nda-8,1,1
243_nda-1,1,1
485_nda-17,2,1
146_nda-16,2,2
177_nda-18,2,2
581_nda-19,1,1
349_nda-8,1,1
149_nda-7,0,1
92_nda-19,1,1
224_nda-7,0,1
548_nda-19,1,1
325_nda-13,1,1
215_nda-18,2,2
367_nda-17,2,2
284_nda-16,2,2
297_nda-20,1,1
224_nda-5,1,1
197_nda-5,1,1
240_nda-15,2,1
177_nda-5,1,1
579_nda-11,2,2
359_nda-18,2,2
519_nda-13,1,1
211_nda-2,0,2
457_nda-7,2,2
348_nda-1,0,0
325_nda-3,1,2
276_nda-4,1,1
299_nda-4,2,2
534_nda-11,2,2
226_nda-17,2,0
356_nda-4,1,1
268_nda-13,1,1
363_nda-1,2,0
581_nda-4,1,1
106_nda-10,2,2
94_nda-5,1,1
268_nda-11,2,2
209_nda-18,2,2
484_nda-17,2,2
531_nda-16,2,2
567_nda-16,1,1
278_nda-7,1,1
299_nda-19,2,1
454_nda-10,2,2
614_nda-20,0,1
171_nda-7,1,1
519_nda-2,0,0
278_nda-4,1,2
143_nda-7,0,0
438_nda-12,1,1
252_nda-1,2,2
287_nda-15,1,1
105_nda-12,1,1
515_nda-1,2,2
113_nda-18,2,2
617_nda-10,2,2
490_nda-11,2,2
562_nda-2,0,1
178_nda-2,0,2
102_nda-13,1,1
409_nda-16,2,2
367_nda-18,2,2
128_nda-18,2,2
536_nda-8,1,1
262_nda-2,0,0
449_nda-7,0,0
318_nda-4,1,1
282_nda-13,2,2
426_nda-7,1,1
551_nda-12,1,1
161_nda-2,0,0
287_nda-11,2,1
199_nda-18,2,2
468_nda-13,1,1
580_nda-7,1,1
414_nda-5,1,1
180_nda-3,1,2
144_nda-19,1,1
200_nda-3,2,2
348_nda-12,2,2
545_nda-10,2,2
464_nda-18,1,1
576_nda-4,1,1
198_nda-10,2,2
608_nda-7,0,0
284_nda-7,1,1
118_nda-5,2,2
352_nda-4,1,1
104_nda-5,1,1
355_nda-2,0,0
349_nda-4,1,1
505_nda-3,2,1
545_nda-2,0,0
240_nda-5,2,2
430_nda-8,2,2
327_nda-17,2,1
334_nda-15,1,1
174_nda-16,2,2
466_nda-3,1,1
256_nda-13,1,2
159_nda-10,2,1
348_nda-19,1,2
599_nda-3,1,2
137_nda-5,1,1
315_nda-12,1,1
141_nda-2,0,2
559_nda-20,2,2
484_nda-12,2,2
100_nda-19,2,2
182_nda-4,1,1
450_nda-18,2,2
215_nda-3,1,1
318_nda-13,1,1
377_nda-5,1,1
415_nda-1,2,2
421_nda-17,2,0
207_nda-18,2,2
409_nda-10,1,1
93_nda-10,2,2
350_nda-4,1,1
111_nda-4,1,1
515_nda-7,0,1
216_nda-17,1,1
332_nda-16,1,1
316_nda-12,1,1
200_nda-20,2,2
240_nda-16,2,2
515_nda-3,2,2
450_nda-19,1,1
360_nda-16,1,1
337_nda-5,1,1
183_nda-13,1,1
199_nda-20,0,1
378_nda-8,2,2
460_nda-18,2,2
562_nda-17,2,1
109_nda-10,2,2
153_nda-1,2,0
535_nda-18,2,2
159_nda-20,0,0
485_nda-3,1,1
159_nda-3,1,1
219_nda-20,1,1
473_nda-11,2,2
209_nda-20,0,1
520_nda-7,1,1
158_nda-7,0,0
571_nda-12,1,1
520_nda-5,1,1
481_nda-18,2,2
556_nda-5,1,1
94_nda-20,0,0
262_nda-11,2,2
330_nda-19,1,1
203_nda-3,2,2
220_nda-3,1,2
159_nda-1,0,2
167_nda-10,2,2
34_nda-11,2,2
560_nda-4,1,1
566_nda-15,1,1
403_nda-16,2,2
579_nda-15,1,1
222_nda-20,0,0
257_nda-7,0,0
366_nda-4,1,2
384_nda-11,2,1
581_nda-8,1,1
146_nda-4,1,1
463_nda-1,1,1
375_nda-4,1,1
327_nda-12,1,1
176_nda-4,1,1
323_nda-5,1,1
329_nda-2,0,0
356_nda-17,1,1
477_nda-11,2,1
448_nda-5,1,1
475_nda-15,1,2
108_nda-17,2,0
278_nda-16,2,2
162_nda-18,2,2
614_nda-5,1,1
234_nda-4,1,1
234_nda-3,2,2
472_nda-7,0,1
91_nda-18,2,1
599_nda-15,1,1
234_nda-17,2,2
214_nda-1,2,1
347_nda-2,0,2
249_nda-12,1,1
538_nda-8,1,1
484_nda-4,1,2
617_nda-16,2,2
250_nda-15,1,1
402_nda-3,1,0
194_nda-20,0,0
174_nda-13,1,1
373_nda-11,2,0
243_nda-16,1,1
513_nda-20,1,1
485_nda-16,1,2
353_nda-5,1,1
160_nda-10,1,1
122_nda-11,2,2
560_nda-13,1,1
106_nda-11,2,2
196_nda-12,1,1
375_nda-17,2,0
597_nda-15,2,2
473_nda-17,2,0
499_nda-19,1,1
618_nda-11,2,2
115_nda-11,2,1
594_nda-20,1,1
280_nda-8,1,2
343_nda-11,2,2
244_nda-1,0,2
183_nda-10,2,2
216_nda-11,2,2
123_nda-19,2,2
203_nda-4,1,1
379_nda-2,0,0
287_nda-20,0,0
202_nda-20,0,1
261_nda-10,1,1
612_nda-7,0,0
383_nda-17,2,2
449_nda-19,2,2
350_nda-18,2,2
367_nda-13,1,1
168_nda-17,1,1
224_nda-18,2,2
418_nda-12,1,1
364_nda-10,2,2
599_nda-7,0,1
393_nda-18,2,2
311_nda-1,2,2
541_nda-18,2,1
182_nda-3,1,1
239_nda-8,2,2
616_nda-16,1,1
290_nda-17,1,0
443_nda-2,0,0
262_nda-18,2,2
352_nda-1,2,2
513_nda-19,1,1
535_nda-16,2,2
334_nda-3,1,1
534_nda-8,1,1
215_nda-11,2,2
95_nda-16,1,2
556_nda-19,1,1
115_nda-1,2,0
619_nda-10,1,1
132_nda-16,1,1
299_nda-17,2,0
188_nda-4,1,1
371_nda-10,2,2
612_nda-10,2,2
529_nda-5,1,1
189_nda-8,1,1
391_nda-13,2,2
146_nda-12,2,2
294_nda-16,1,1
567_nda-18,2,2
136_nda-3,1,1
571_nda-13,1,1
402_nda-16,1,1
581_nda-17,2,2
112_nda-11,2,2
131_nda-1,0,0
158_nda-13,1,1
295_nda-13,2,2
360_nda-11,2,2
134_nda-1,2,0
326_nda-18,2,2
503_nda-13,1,2
414_nda-1,2,2
593_nda-18,1,1
184_nda-2,0,2
201_nda-7,1,2
615_nda-11,2,2
457_nda-19,2,2
176_nda-1,2,2
198_nda-16,1,1
604_nda-7,1,1
297_nda-8,1,1
348_nda-7,0,0
263_nda-19,1,1
316_nda-1,2,2
618_nda-3,1,2
134_nda-2,0,0
112_nda-12,2,2
410_nda-13,1,1
518_nda-5,1,1
548_nda-18,2,1
489_nda-5,1,1
211_nda-5,1,1
388_nda-17,1,1
132_nda-13,1,1
144_nda-18,2,2
530_nda-16,1,2
100_nda-11,2,2
118_nda-10,2,2
273_nda-13,1,1
597_nda-17,2,2
169_nda-17,1,2
146_nda-17,2,1
314_nda-5,1,1
253_nda-7,0,2
125_nda-19,1,1
260_nda-17,2,2
374_nda-16,2,1
214_nda-17,2,2
431_nda-1,2,2
208_nda-12,2,2
426_nda-15,1,2
320_nda-5,1,1
370_nda-2,0,0
170_nda-12,1,1
314_nda-16,1,1
193_nda-16,1,2
349_nda-20,0,0
211_nda-8,1,1
417_nda-15,2,2
464_nda-10,1,1
305_nda-18,2,2
445_nda-3,2,2
499_nda-20,0,2
178_nda-15,1,1
209_nda-11,2,2
427_nda-19,1,2
474_nda-15,2,2
360_nda-13,1,1
232_nda-13,1,1
512_nda-4,1,1
254_nda-18,2,2
449_nda-10,2,2
303_nda-15,1,1
561_nda-20,0,0
217_nda-18,2,2
201_nda-8,2,2
376_nda-5,1,1
89_nda-17,2,0
489_nda-20,0,0
434_nda-3,2,2
346_nda-15,1,1
573_nda-20,0,0
180_nda-11,2,2
439_nda-3,1,2
254_nda-19,1,1
120_nda-15,1,1
110_nda-17,2,0
295_nda-1,2,2
88_nda-4,1,1
88_nda-8,1,1
372_nda-11,2,2
189_nda-3,1,1
485_nda-4,1,1
148_nda-19,1,1
232_nda-5,1,1
529_nda-18,2,2
238_nda-11,2,2
464_nda-15,1,1
567_nda-20,0,1
333_nda-4,1,1
280_nda-20,0,0
349_nda-2,0,1
492_nda-4,1,1
143_nda-2,0,1
139_nda-7,0,2
431_nda-10,1,1
308_nda-4,1,1
430_nda-3,2,2
589_nda-10,1,1
210_nda-17,2,2
602_nda-1,2,2
522_nda-15,1,1
158_nda-11,2,2
326_nda-11,2,1
518_nda-3,1,2
512_nda-17,2,2
116_nda-4,1,2
370_nda-7,1,1
616_nda-4,1,1
326_nda-20,0,1
418_nda-16,1,2
347_nda-17,2,1
101_nda-20,0,0
255_nda-12,2,2
147_nda-11,2,2
264_nda-16,1,1
203_nda-8,2,1
579_nda-2,0,0
619_nda-19,1,1
247_nda-11,2,2
223_nda-1,1,1
317_nda-16,1,1
92_nda-11,2,2
447_nda-20,0,0
332_nda-5,1,1
571_nda-5,1,1
121_nda-4,1,1
96_nda-10,2,1
613_nda-12,2,2
355_nda-20,1,1
146_nda-5,1,1
248_nda-18,2,2
247_nda-7,1,1
603_nda-1,2,2
268_nda-1,0,2
272_nda-17,2,1
578_nda-4,1,1
475_nda-5,1,1
489_nda-19,1,1
223_nda-5,1,1
267_nda-11,2,2
536_nda-19,1,1
298_nda-11,2,2
274_nda-11,2,1
91_nda-13,1,1
327_nda-3,1,1
167_nda-13,1,1
614_nda-18,1,1
124_nda-4,1,1
541_nda-12,1,1
284_nda-20,0,1
311_nda-16,1,1
457_nda-8,2,2
242_nda-5,1,1
294_nda-11,2,1
561_nda-18,2,2
551_nda-8,1,1
458_nda-10,2,2
494_nda-1,2,2
281_nda-7,1,1
349_nda-10,1,1
545_nda-1,2,2
589_nda-17,2,1
623_nda-12,1,1
393_nda-12,1,1
608_nda-2,0,0
312_nda-2,0,2
184_nda-7,1,1
462_nda-20,0,0
303_nda-4,1,1
421_nda-10,2,2
616_nda-11,2,1
249_nda-19,1,1
173_nda-17,2,2
163_nda-20,0,1
110_nda-19,2,2
197_nda-17,2,2
434_nda-16,2,2
203_nda-13,2,2
119_nda-19,1,1
503_nda-17,2,1
362_nda-19,1,1
198_nda-4,1,1
351_nda-4,1,1
534_nda-18,1,1
282_nda-4,1,1
141_nda-7,1,0
385_nda-18,1,1
360_nda-17,1,1
588_nda-17,2,2
298_nda-18,2,2
108_nda-2,0,2
572_nda-2,0,0
372_nda-1,1,1
551_nda-7,1,1
179_nda-10,2,2
483_nda-8,1,2
487_nda-18,2,2
206_nda-20,1,1
235_nda-7,0,1
469_nda-5,1,1
290_nda-15,1,2
316_nda-7,1,0
522_nda-1,0,0
264_nda-5,1,1
579_nda-4,1,1
111_nda-13,1,1
282_nda-2,0,0
89_nda-11,2,2
220_nda-20,0,0
614_nda-11,2,2
421_nda-2,0,1
592_nda-18,2,2
252_nda-16,2,2
101_nda-17,2,1
391_nda-17,2,2
382_nda-16,2,2
402_nda-20,0,2
352_nda-18,2,2
298_nda-19,1,1
286_nda-3,1,2
224_nda-17,2,2
134_nda-5,1,1
111_nda-16,1,1
146_nda-8,2,2
282_nda-7,0,1
416_nda-19,1,1
89_nda-2,0,2
314_nda-7,0,0
326_nda-5,1,1
133_nda-18,2,1
348_nda-3,1,1
556_nda-8,1,1
304_nda-13,1,1
211_nda-7,1,1
214_nda-20,2,2
334_nda-7,1,1
403_nda-1,2,2
270_nda-5,1,1
421_nda-5,2,2
101_nda-15,1,1
580_nda-2,0,0
265_nda-18,2,2
246_nda-19,1,2
198_nda-19,1,2
376_nda-13,1,1
402_nda-2,0,2
553_nda-3,2,2
599_nda-12,1,1
376_nda-3,1,1
263_nda-18,2,2
594_nda-12,1,1
114_nda-8,1,1
284_nda-18,2,2
437_nda-11,2,2
156_nda-19,1,1
484_nda-18,2,1
441_nda-7,1,1
377_nda-19,1,1
592_nda-12,1,1
323_nda-3,1,1
162_nda-13,1,1
512_nda-3,2,2
580_nda-4,1,1
353_nda-11,2,2
206_nda-12,1,1
347_nda-13,1,1
461_nda-16,2,2
322_nda-4,1,2
621_nda-1,1,1
177_nda-3,1,1
618_nda-20,1,1
415_nda-15,1,2
349_nda-7,1,1
263_nda-11,2,2
172_nda-15,1,1
309_nda-8,1,1
253_nda-15,1,1
372_nda-5,1,1
87_nda-2,0,2
448_nda-11,2,2
535_nda-5,1,1
174_nda-15,1,1
211_nda-20,0,1
316_nda-2,0,0
303_nda-10,1,1
449_nda-2,0,2
303_nda-20,0,0
487_nda-7,1,1
124_nda-1,0,1
519_nda-3,1,1
243_nda-19,1,1
561_nda-4,1,1
324_nda-10,2,2
284_nda-8,2,2
374_nda-4,1,1
314_nda-10,2,2
91_nda-2,0,0
592_nda-1,0,0
441_nda-4,1,1
344_nda-5,1,1
382_nda-13,2,2
282_nda-16,2,2
404_nda-18,2,1
172_nda-19,1,1
116_nda-19,1,2
569_nda-10,1,1
445_nda-8,2,2
369_nda-16,1,1
275_nda-20,0,0
131_nda-8,1,1
254_nda-3,1,1
200_nda-15,2,2
305_nda-2,0,0
622_nda-1,2,0
358_nda-11,2,2
417_nda-19,2,2
277_nda-19,1,1
113_nda-11,2,2
220_nda-8,1,1
618_nda-2,0,0
454_nda-3,1,1
615_nda-1,2,2
513_nda-7,1,1
512_nda-8,2,2
92_nda-10,1,1
94_nda-13,1,2
34_nda-7,1,1
359_nda-15,1,1
155_nda-10,2,2
397_nda-2,0,0
363_nda-10,2,1
285_nda-5,2,1
448_nda-3,1,1
489_nda-16,2,1
441_nda-3,1,1
284_nda-2,0,0
174_nda-8,1,2
355_nda-19,1,1
332_nda-18,2,2
604_nda-1,2,0
448_nda-2,0,0
241_nda-10,2,2
602_nda-2,0,0
571_nda-8,1,1
284_nda-3,1,1
554_nda-20,0,2
265_nda-13,1,1
453_nda-2,0,0
403_nda-3,1,2
334_nda-13,1,1
222_nda-11,2,1
116_nda-5,1,2
339_nda-4,2,2
220_nda-1,2,2
319_nda-15,1,1
399_nda-8,1,1
459_nda-12,1,1
620_nda-3,1,1
145_nda-17,2,1
193_nda-19,1,1
308_nda-13,1,1
226_nda-10,2,2
581_nda-10,1,1
280_nda-17,2,1
316_nda-10,2,1
125_nda-3,1,1
220_nda-4,1,1
520_nda-17,2,1
198_nda-8,1,2
481_nda-16,2,2
155_nda-8,1,1
593_nda-12,1,1
613_nda-1,2,2
187_nda-18,2,2
505_nda-16,2,2
276_nda-3,1,1
473_nda-5,1,1
238_nda-5,1,1
295_nda-17,2,0
269_nda-12,1,2
624_nda-20,1,1
487_nda-20,0,0
224_nda-2,0,0
439_nda-1,2,2
93_nda-15,1,1
369_nda-11,2,2
353_nda-2,0,0
589_nda-18,2,2
592_nda-16,1,1
428_nda-20,0,1
377_nda-17,2,2
154_nda-17,2,2
530_nda-20,0,0
438_nda-16,2,2
109_nda-4,1,1
489_nda-4,1,1
135_nda-4,1,1
274_nda-2,0,0
548_nda-15,1,1
224_nda-20,0,0
147_nda-17,2,0
365_nda-8,1,1
362_nda-17,2,2
208_nda-11,2,2
347_nda-8,1,1
100_nda-20,2,2
210_nda-2,0,0
430_nda-19,2,2
207_nda-7,0,1
369_nda-19,1,1
226_nda-15,1,2
196_nda-16,1,1
164_nda-4,1,1
131_nda-18,2,2
393_nda-8,1,1
283_nda-15,1,1
504_nda-19,1,1
166_nda-20,0,0
519_nda-19,1,1
370_nda-19,1,2
250_nda-10,1,1
158_nda-2,0,0
559_nda-10,2,2
356_nda-8,1,1
572_nda-16,1,2
462_nda-4,1,2
246_nda-4,1,1
233_nda-10,2,2
460_nda-17,0,1
214_nda-18,2,2
441_nda-12,1,1
607_nda-7,1,1
223_nda-7,1,1
622_nda-4,1,1
242_nda-12,2,2
123_nda-7,1,1
363_nda-18,2,2
490_nda-20,0,0
530_nda-19,1,1
93_nda-17,2,2
202_nda-12,1,1
402_nda-13,1,1
122_nda-4,1,1
106_nda-16,1,1
341_nda-10,1,1
460_nda-13,1,1
318_nda-8,1,1
223_nda-12,1,1
342_nda-7,1,1
434_nda-1,2,0
109_nda-7,1,1
341_nda-8,1,1
98_nda-12,2,2
162_nda-15,1,1
416_nda-4,1,1
120_nda-18,2,2
137_nda-15,1,1
276_nda-5,1,1
142_nda-7,1,0
390_nda-5,1,1
229_nda-2,0,0
574_nda-17,2,2
282_nda-10,2,2
468_nda-7,0,0
428_nda-19,1,2
335_nda-18,2,2
298_nda-17,2,1
95_nda-8,1,1
108_nda-1,1,1
576_nda-15,1,1
101_nda-1,2,1
517_nda-10,2,2
178_nda-12,1,1
472_nda-16,2,2
344_nda-4,1,1
500_nda-8,1,1
407_nda-16,2,2
265_nda-17,2,2
118_nda-17,2,2
270_nda-7,1,1
377_nda-15,1,1
130_nda-2,0,0
578_nda-1,0,2
337_nda-4,1,1
34_nda-1,1,1
422_nda-7,1,1
297_nda-15,1,1
342_nda-8,1,1
209_nda-7,1,1
520_nda-11,2,2
358_nda-1,0,0
509_nda-13,1,1
91_nda-11,2,1
136_nda-20,1,1
120_nda-20,0,0
588_nda-12,1,1
458_nda-2,0,0
619_nda-5,1,1
602_nda-13,1,1
202_nda-7,1,1
458_nda-4,1,2
268_nda-2,0,0
619_nda-18,1,2
326_nda-7,1,1
146_nda-11,2,2
113_nda-19,1,1
179_nda-13,1,2
608_nda-18,2,2
248_nda-5,1,1
110_nda-5,2,2
252_nda-13,2,2
123_nda-12,2,2
142_nda-18,2,2
134_nda-8,1,1
394_nda-16,2,2
92_nda-13,1,1
355_nda-18,1,1
472_nda-8,1,2
260_nda-1,2,0
304_nda-1,2,1
394_nda-8,2,2
239_nda-2,0,1
603_nda-2,0,0
367_nda-4,1,1
105_nda-13,1,1
602_nda-16,2,2
551_nda-16,2,2
607_nda-3,1,1
350_nda-3,1,1
399_nda-16,2,2
115_nda-10,2,2
594_nda-11,2,2
254_nda-8,1,1
362_nda-10,2,1
368_nda-16,1,1
571_nda-18,1,1
104_nda-13,1,2
458_nda-18,2,2
448_nda-7,0,0
200_nda-18,2,2
302_nda-8,2,2
557_nda-5,2,1
314_nda-8,1,1
530_nda-11,2,2
573_nda-2,0,2
362_nda-20,0,0
297_nda-1,2,2
315_nda-13,1,1
417_nda-7,2,2
588_nda-4,1,1
153_nda-2,0,0
424_nda-15,2,2
238_nda-17,2,2
589_nda-5,1,1
191_nda-19,1,1
173_nda-5,1,1
306_nda-15,1,1
556_nda-7,1,1
522_nda-18,2,1
172_nda-20,0,0
298_nda-8,2,1
194_nda-7,1,1
342_nda-20,0,2
290_nda-3,1,1
331_nda-7,0,2
618_nda-12,1,1
290_nda-20,0,2
133_nda-2,0,0
146_nda-3,1,1
484_nda-7,2,2
364_nda-4,1,2
417_nda-20,2,2
93_nda-16,2,1
349_nda-12,1,1
443_nda-18,2,2
207_nda-8,2,2
568_nda-8,2,2
168_nda-10,2,2
223_nda-2,0,0
104_nda-15,1,1
616_nda-17,2,2
484_nda-1,2,2
183_nda-16,1,2
309_nda-5,1,1
360_nda-1,1,1
566_nda-13,1,1
248_nda-7,1,2
522_nda-4,1,1
159_nda-7,1,2
276_nda-18,2,2
350_nda-13,1,1
390_nda-17,2,2
449_nda-20,2,2
98_nda-5,1,1
325_nda-18,2,2
407_nda-2,0,2
124_nda-11,2,2
86_nda-1,2,2
277_nda-13,1,2
365_nda-20,2,2
239_nda-1,2,2
192_nda-12,1,1
201_nda-12,1,1
224_nda-8,1,1
155_nda-3,1,1
418_nda-19,1,2
327_nda-19,1,2
105_nda-4,1,1
620_nda-4,1,1
221_nda-15,1,1
382_nda-8,2,1
118_nda-15,1,1
106_nda-17,2,2
103_nda-4,1,1
260_nda-8,1,2
462_nda-7,1,1
512_nda-18,2,2
574_nda-4,1,1
265_nda-10,2,2
109_nda-5,1,1
329_nda-8,1,1
122_nda-10,2,2
622_nda-3,1,1
245_nda-4,1,1
258_nda-7,1,1
513_nda-5,1,1
242_nda-16,1,2
200_nda-4,2,2
259_nda-11,2,2
135_nda-17,2,2
459_nda-15,1,1
142_nda-16,1,2
562_nda-8,1,1
559_nda-15,2,2
294_nda-8,1,1
568_nda-4,1,2
428_nda-15,1,1
494_nda-15,1,1
390_nda-2,0,2
249_nda-2,0,0
548_nda-1,2,2
337_nda-16,1,1
96_nda-15,1,1
561_nda-2,0,0
419_nda-13,1,2
148_nda-4,1,2
319_nda-4,1,1
580_nda-17,2,2
502_nda-5,1,1
195_nda-8,1,1
473_nda-20,0,2
238_nda-8,1,2
315_nda-16,2,2
527_nda-7,1,1
139_nda-10,2,2
414_nda-17,2,2
92_nda-17,1,0
501_nda-5,1,1
240_nda-17,2,2
384_nda-10,1,1
101_nda-2,0,0
364_nda-7,1,1
103_nda-18,2,2
252_nda-11,2,2
615_nda-8,1,1
285_nda-16,2,2
620_nda-16,1,2
622_nda-17,2,1
324_nda-12,1,1
184_nda-15,1,1
106_nda-15,1,1
370_nda-3,1,2
309_nda-18,2,1
340_nda-1,2,1
597_nda-5,2,0
239_nda-13,2,2
553_nda-5,2,2
375_nda-11,2,1
341_nda-1,2,0
88_nda-17,2,2
288_nda-3,1,1
172_nda-12,1,1
464_nda-16,2,2
457_nda-18,2,2
599_nda-4,1,1
95_nda-20,0,0
474_nda-7,1,1
282_nda-3,2,2
517_nda-13,1,1
219_nda-18,2,2
463_nda-5,1,1
134_nda-3,1,1
571_nda-19,1,1
100_nda-10,2,2
551_nda-10,1,1
615_nda-20,1,1
494_nda-4,1,1
287_nda-4,1,0
495_nda-20,0,2
290_nda-10,2,2
339_nda-8,2,1
233_nda-13,1,2
443_nda-1,2,2
373_nda-4,1,1
313_nda-11,2,2
527_nda-19,1,1
162_nda-3,1,1
463_nda-4,1,1
89_nda-20,0,1
275_nda-13,1,1
568_nda-10,2,2
386_nda-20,0,0
469_nda-20,0,0
145_nda-10,2,2
210_nda-10,2,2
133_nda-19,1,1
516_nda-16,1,1
417_nda-2,0,0
464_nda-11,2,2
253_nda-13,1,1
603_nda-19,1,1
161_nda-18,2,2
362_nda-7,1,1
527_nda-15,1,2
191_nda-12,1,2
220_nda-11,2,2
241_nda-13,2,2
472_nda-13,1,2
570_nda-3,1,1
473_nda-3,1,2
618_nda-10,1,1
207_nda-4,1,1
425_nda-7,0,0
517_nda-7,1,1
375_nda-1,2,2
322_nda-15,1,1
192_nda-11,2,1
259_nda-12,1,2
457_nda-1,2,2
356_nda-1,1,1
437_nda-4,1,1
281_nda-18,2,2
425_nda-5,2,2
417_nda-4,1,1
574_nda-7,1,1
608_nda-15,1,1
541_nda-2,0,0
256_nda-17,2,0
180_nda-8,2,2
196_nda-15,1,1
524_nda-19,1,1
347_nda-3,1,1
224_nda-16,1,2
276_nda-13,1,1
179_nda-5,1,1
269_nda-1,1,1
136_nda-12,1,1
162_nda-7,1,1
346_nda-18,2,2
282_nda-15,2,2
257_nda-16,2,2
338_nda-7,0,0
160_nda-20,0,1
234_nda-13,2,2
172_nda-2,0,0
235_nda-8,2,2
294_nda-5,1,1
587_nda-3,2,2
576_nda-19,1,1
449_nda-17,2,2
581_nda-11,2,2
494_nda-7,0,0
396_nda-13,1,1
474_nda-12,1,1
372_nda-7,1,1
112_nda-15,2,1
287_nda-13,1,1
420_nda-2,0,0
560_nda-20,0,2
597_nda-12,2,1
449_nda-13,2,2
280_nda-3,1,1
343_nda-7,1,1
150_nda-17,2,2
126_nda-12,1,1
576_nda-11,2,2
251_nda-11,2,2
231_nda-7,1,1
562_nda-11,2,1
397_nda-8,2,2
399_nda-20,0,0
622_nda-11,2,2
273_nda-5,1,1
587_nda-11,2,2
502_nda-1,0,0
334_nda-11,2,2
271_nda-11,2,2
347_nda-16,1,1
141_nda-4,1,1
403_nda-19,1,1
447_nda-12,1,1
206_nda-5,1,1
360_nda-3,1,1
572_nda-17,1,2
594_nda-1,2,2
254_nda-20,0,0
155_nda-18,2,2
337_nda-18,2,2
306_nda-8,1,1
224_nda-19,1,1
386_nda-8,2,2
148_nda-8,1,1
100_nda-12,2,2
154_nda-12,1,1
462_nda-16,2,2
388_nda-2,0,0
290_nda-4,1,1
624_nda-8,1,1
442_nda-3,1,1
366_nda-1,0,1
126_nda-16,1,2
231_nda-13,1,1
96_nda-2,0,0
409_nda-5,1,1
113_nda-17,2,0
407_nda-11,2,2
485_nda-20,0,2
436_nda-3,1,1
232_nda-18,2,2
188_nda-5,1,1
334_nda-4,1,1
314_nda-4,1,1
112_nda-16,2,2
167_nda-16,2,2
612_nda-3,2,2
94_nda-2,0,0
280_nda-19,1,2
548_nda-2,0,0
388_nda-15,1,1
366_nda-13,1,1
358_nda-15,1,1
355_nda-12,1,1
189_nda-10,2,2
87_nda-8,1,1
460_nda-16,1,1
283_nda-11,2,2
342_nda-17,0,2
277_nda-1,2,2
524_nda-17,2,2
380_nda-4,1,1
436_nda-1,2,1
551_nda-2,0,0
170_nda-3,1,1
604_nda-19,1,1
404_nda-17,2,2
461_nda-3,2,2
183_nda-19,1,1
114_nda-12,1,2
292_nda-11,2,2
573_nda-16,2,2
367_nda-16,1,1
231_nda-16,1,2
176_nda-18,2,2
287_nda-7,1,1
173_nda-2,0,0
385_nda-15,1,1
345_nda-4,1,1
250_nda-12,1,1
386_nda-5,2,2
314_nda-11,2,2
562_nda-15,1,2
249_nda-15,1,1
123_nda-8,2,2
126_nda-10,2,2
485_nda-19,1,1
420_nda-20,0,2
531_nda-20,1,1
420_nda-3,1,1
288_nda-2,0,0
208_nda-19,2,2
278_nda-12,2,2
369_nda-13,1,1
320_nda-4,1,1
517_nda-8,1,2
360_nda-15,1,1
94_nda-17,2,0
529_nda-11,2,2
222_nda-15,1,1
538_nda-20,1,1
229_nda-17,2,1
328_nda-4,1,1
177_nda-10,2,2
238_nda-18,2,2
320_nda-8,2,2
180_nda-1,2,2
342_nda-19,1,1
224_nda-3,1,1
265_nda-5,1,1
223_nda-11,2,1
193_nda-11,2,2
236_nda-17,2,2
232_nda-4,1,1
383_nda-1,2,0
95_nda-10,2,1
135_nda-16,1,2
370_nda-15,1,2
270_nda-2,0,0
342_nda-2,0,0
304_nda-7,1,1
535_nda-1,2,0
134_nda-10,2,2
513_nda-4,1,1
94_nda-7,0,0
379_nda-4,1,1
483_nda-20,0,0
34_nda-19,1,1
261_nda-17,2,1
280_nda-4,1,1
156_nda-1,2,2
329_nda-19,1,1
180_nda-4,1,1
231_nda-1,2,1
370_nda-20,0,1
132_nda-2,0,0
184_nda-8,1,1
416_nda-1,1,1
418_nda-18,2,2
298_nda-2,0,0
345_nda-13,1,1
103_nda-5,1,1
504_nda-10,1,1
295_nda-4,2,2
340_nda-11,2,2
108_nda-3,1,1
531_nda-4,1,1
260_nda-16,1,1
208_nda-3,2,2
570_nda-2,0,0
516_nda-8,1,1
576_nda-10,1,1
337_nda-19,1,1
270_nda-18,2,2
545_nda-20,2,2
216_nda-12,1,1
616_nda-15,1,1
615_nda-15,1,1
461_nda-10,2,2
237_nda-8,1,1
238_nda-16,1,1
323_nda-13,1,1
379_nda-7,1,1
603_nda-3,1,1
467_nda-4,1,2
399_nda-17,2,2
320_nda-10,2,1
149_nda-4,1,1
509_nda-10,1,1
236_nda-11,2,2
370_nda-16,2,2
431_nda-7,1,0
267_nda-19,1,1
330_nda-5,2,2
439_nda-20,0,0
147_nda-1,0,0
490_nda-15,1,1
147_nda-19,1,2
589_nda-4,1,1
214_nda-11,2,2
622_nda-12,1,1
162_nda-17,2,0
122_nda-13,1,2
388_nda-8,1,1
466_nda-10,2,2
245_nda-10,2,2
243_nda-13,1,1
344_nda-16,1,1
281_nda-3,1,1
128_nda-7,1,1
193_nda-15,1,1
322_nda-2,0,2
126_nda-18,2,2
416_nda-8,1,1
326_nda-12,1,1
253_nda-10,2,2
391_nda-18,2,1
